x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Manish Kumar,"68,858",44.4%,Janata Dal (United)
2,2,Bhudeo Choudhary,"44,704",28.8%,Rashtriya Lok Samta Party
3,3,Munilal Paswan,"24,501",15.8%,Communist Party Of India
4,4,Vijay Paswan,"3,345",2.2%,Sarvajan Kalyan Loktantrik Party
5,5,Pushpalata Kumari,"2,642",1.7%,Bahujan Samaj Party
6,6,Neelu Devi,"2,319",1.5%,Bhartiya Dalit Party
7,7,Anil Rajak,"1,489",1.0%,Garib Janta Dal (Secular)
8,8,Ganesh Paswan,"1,345",0.9%,Samajwadi Party
