x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ashok Kumar,"92,687",54.7%,Janata Dal (United)
2,2,Chandrashekhar Rai,"34,114",20.1%,Lok Jan Shakti Party
3,3,B. K. Singh,"9,109",5.4%,Independent
4,4,Vijay Kumar Rai,"7,844",4.6%,Independent
5,5,Premnath Mishra,"2,479",1.5%,Communist Party Of India
6,6,Chandra Bhushan Kumar,"2,300",1.4%,Shiv Sena
7,7,Arun Kumar,"1,914",1.1%,Bahujan Mukti Party
8,8,Md. Ishakh,"1,599",0.9%,Bahujan Samaj Party
9,9,Shiv Shankar Mahto,"1,546",0.9%,Jharkhand Mukti Morcha
10,10,Ashok Prasad Verma,"1,539",0.9%,Jan Adhikar Party (Loktantrik)
11,11,Digamber Kumar Ray,"1,334",0.8%,Garib Janta Dal (Secular)
12,12,Manoj Kumar Singh,975,0.6%,Rashtriya Pragati Party
13,13,Ranvir Singh,964,0.6%,Sarvajan Kalyan Loktantrik Party
14,14,Arman Ahmad,882,0.5%,Rashtriya Jankranti Party
15,15,Basudeo Sah,757,0.5%,Bharat Nirman Party
