x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Mujahid Alam,"55,929",39.4%,Janata Dal (United)
2,2,Akhtarul Iman,"37,086",26.1%,All India Majlis-E-Ittehadul Muslimoon
3,3,Abdur Rahman,"34,895",24.6%,Bharatiya Janta Party
4,4,Wasi Asgar,"2,089",1.5%,Janta Dal Rashtravadi
5,5,Gulrez Roshan Rahman,"1,348",1.0%,Jan Adhikar Party (Loktantrik)
6,6,Surendra  Kumar Das,"1,267",0.9%,Jharkhand Mukti Morcha
7,7,Raj Kumar Rishi,"1,072",0.8%,Independent
8,8,Babul Alam,970,0.7%,Bahujan Samaj Party
9,9,Ejaz Equbal,960,0.7%,Gareeb Aadmi Party
10,10,Mohammad Musfik Ala,955,0.7%,Loktantrik Janata Party (Secular)
11,11,Manowar Alam,920,0.7%,Indian Union Muslim League
12,12,Pradip Kumar Singh,763,0.5%,Shiv Sena
