x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Anita Devi,"72,780",51.6%,Rashtriya Janata Dal
2,2,Rameshwar Prasad,"49,782",35.3%,Bharatiya Janta Party
3,3,Rajendra Singh,"4,101",2.9%,Bahujan Samaj Party
4,4,Jawahar Lal Singh,"2,783",2.0%,Communist Party Of India (Marxist-Leninist) (Liberation)
5,5,Virendra Singh,"1,802",1.3%,Independent
6,6,Yashoda Devi,"1,570",1.1%,Independent
7,7,Suresh Pandey,913,0.7%,Independent
8,8,Arvind Kumar Chakrawarti,872,0.6%,Hind Congress Party
9,9,Anil Singh,856,0.6%,Independent
10,10,Ram Dayal Singh,772,0.6%,Independent
11,11,Madhav Murari Gupta,500,0.4%,Samajwadi Party
12,12,Himanshu Kumar,430,0.3%,Rashtra Sewa Dal
13,13,Jay Prakash Singh,352,0.3%,Samras Samaj Party
14,14,Aarti Devi,317,0.2%,Apna Dal
15,15,Kanhaiya Sah,242,0.2%,National Youth Party
