x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ramdeo Rai,"73,983",45.8%,Indian National Congress
2,2,Arvind Kumar Singh,"37,052",23.0%,Lok Jan Shakti Party
3,3,Abdhesh Kumar Roy,"28,539",17.7%,Communist Party Of India
4,4,Subhash Kumar Ishwar,"7,296",4.5%,Independent
5,5,Binay Kumar Singh,"4,944",3.1%,Independent
6,6,Srimati Kundan Singh,"1,816",1.1%,Jammu & Kashmir National Panthers Party
7,7,Shweta Suman Yadav,"1,460",0.9%,Jan Adhikar Party (Loktantrik)
8,8,Chandeshwar Paswan,"1,335",0.8%,Independent
9,9,Naresh Paswan,905,0.6%,Bahujan Mukti Party
10,10,Ashok Sah,799,0.5%,Independent
