x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Rajeev Kumar Urf Munna Yadav,"80,790",49.6%,Rashtriya Janata Dal
2,2,Ajay Kumar,"56,850",34.9%,Bharatiya Janta Party
3,3,Md. Sadrul Khan,"4,934",3.0%,Independent
4,4,Rakesh Kumar,"4,292",2.6%,Independent
5,5,Lakshmi Kant,"2,743",1.7%,Communist Party Of India
6,6,Rani Devi,"2,099",1.3%,Bahujan Samaj Party
7,7,Jitendra Prasad,"1,655",1.0%,Independent
8,8,Kalima Khatoon,"1,203",0.7%,Independent
9,9,Kedar Sahni,941,0.6%,Jan Adhikar Party (Loktantrik)
10,10,Upendra Sahani,865,0.5%,Sarvajan Kalyan Loktantrik Party
11,11,Asha Devi,781,0.5%,Independent
12,12,Vinay Kumar Vipin,763,0.5%,Bahujan Mukti Party
13,13,Devendra Singh,656,0.4%,Bajjikanchal Vikas Party
14,14,Rajesh Kumar,596,0.4%,Jammu & Kashmir National Panthers Party
15,15,Birendra Kumar,549,0.3%,Akhil Bharatiya Hind Kranti Party
16,16,Ghulam Mustafa Ansari,425,0.3%,National Lokmat Party
