x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Santosh Kumar Nirala,"84,184",48.0%,Janata Dal (United)
2,2,Bishawnath Ram,"51,396",29.3%,Bharatiya Janta Party
3,3,Lalji Ram,"17,031",9.7%,Bahujan Samaj Party
4,4,Ajad Paswan,"5,540",3.2%,Suheldev Bhartiya Samaj Party
5,5,Raj Bali Ram,"3,495",2.0%,Independent
6,6,Surendra Paswan,"2,940",1.7%,Independent
7,7,Ramashanker Ram,"2,143",1.2%,Communist Party Of India (Marxist-Leninist) (Liberation)
8,8,Anand Bardhan,"1,376",0.8%,Jan Adhikar Party (Loktantrik)
9,9,Manoj Kumar Ram,"1,302",0.7%,Independent
10,10,Jagdish Paswan Alias Jagdish Ram,717,0.4%,Independent
11,11,Chhedi Lal Ram,614,0.4%,Samajwadi Party
12,12,Virendra Kumar,518,0.3%,Shiv Sena
13,13,Niwas Ram Dusadh,500,0.3%,Bahujan Mukti Party
14,14,Manoj Kumar,424,0.2%,Jharkhand Mukti Morcha
15,15,Tarkeshwar Paswan,415,0.2%,Garib Janta Dal (Secular)
