x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Shyambabu Prasad Yadav,"65,552",38.0%,Bharatiya Janta Party
2,2,Krishan Chandra,"61,622",35.7%,Janata Dal (United)
3,3,Raj Mangal Prasad,"8,366",4.9%,Communist Party Of India (MARXIST)
4,4,Arun Kumar,"7,266",4.2%,Independent
5,5,Parshuram Pandey,"6,139",3.6%,Independent
6,6,Subhash Chandra Gupta,"3,479",2.0%,Nationalist Congress Party
7,7,Vikram Kumar,"3,126",1.8%,Independent
8,8,Sadhu Yadav,"2,604",1.5%,Garib Janta Dal (Secular)
9,9,Nagendra Sahani,"1,847",1.1%,Bahujan Samaj Party
10,10,Ramayan Paswan,"1,661",1.0%,Bahujan Kranti Party (Marxwad-Ambedkarwad)
11,11,Ramadhar Sah,"1,613",0.9%,Sarvajan Kalyan Loktantrik Party
12,12,Bhagya Narayan Prasad Yadav,"1,560",0.9%,Samajwadi Party
13,13,Pavan Kumar Ray,"1,542",0.9%,Jan Adhikar Party (Loktantrik)
14,14,Ankush Kumar Singh,"1,398",0.8%,Rashtravadi Janata Party
15,15,Daroga Sah,"1,344",0.8%,Independent
16,16,Uday Kumar Kushwaha,"1,274",0.7%,Independent
17,17,Naresh Prasad Sah,649,0.4%,Akhil Bharatiya Hind Kranti Party
