x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ashok Kumar Singh,"62,897",39.5%,Janata Dal (United)
2,2,Pramod Kumar Singh,"53,372",33.5%,Lok Jan Shakti Party
3,3,Alauddin Mohammad,"11,530",7.2%,Bahujan Samaj Party
4,4,Ashok Saw,"5,607",3.5%,Independent
5,5,Niraj Kumar,"3,687",2.3%,Independent
6,6,Vishal Kumar Singh,"3,395",2.1%,Independent
7,7,Aqueel Akhatar Ansari,"3,260",2.1%,Garib Janta Dal (Secular)
8,8,Kasim,"3,161",2.0%,Communist Party Of India
9,9,Tulsi Yadav,"3,078",1.9%,Independent
10,10,Arjun Yadav,"1,543",1.0%,Independent
11,11,Suresh Mehta,"1,442",0.9%,Jan Adhikar Party (Loktantrik)
12,12,Usha Devi,"1,260",0.8%,Shoshit Samaj Dal
13,13,Suresh Vishwkarma,"1,240",0.8%,Akhil Hind Forward Block
14,14,Pramod Kumar,832,0.5%,Pragatisheel Magahi Samaj
15,15,Manhar Gunjan,765,0.5%,Samajwadi Party
16,16,Dharmendra Kumar Singh,749,0.5%,Bahujan Mukti Party
