x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Subodh Roy,"63,345",40.9%,Janata Dal (United)
2,2,Himanshu Prasad,"49,312",31.9%,Rashtriya Lok Samta Party
3,3,Lalan Kumar,"14,073",9.1%,Independent
4,4,Rakesh Kumar Sah,"4,041",2.6%,Independent
5,5,Chakrapani Himanshu,"3,186",2.1%,Jan Adhikar Party (Loktantrik)
6,6,Dr. Dinesh Chandra Diwakar,"2,732",1.8%,Communist Party Of India
7,7,Gobind Bhaiya,"2,140",1.4%,Bahujan Samaj Party
8,8,Amar Jeet Kumar Singh,"1,914",1.2%,Samajwadi Party
9,9,Kiran Mishra,"1,884",1.2%,Independent
10,10,Arun Kumar Singh,"1,843",1.2%,Independent
11,11,Suman Kumar,"1,203",0.8%,Sarvajan Kalyan Loktantrik Party
12,12,Rumee Khan,888,0.6%,Bahujan Mukti Party
