x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Sweety Sima Hembram,"54,760",41.4%,Rashtriya Janata Dal
2,2,Nikki Hembram,"44,423",33.6%,Bharatiya Janta Party
3,3,Anjala Hansda,"17,481",13.2%,Jharkhand Mukti Morcha
4,4,Maikal Hasada,"2,478",1.9%,Independent
5,5,Umesh Hembram,"2,064",1.6%,Independent
6,6,Pushpalata Murmu,"1,926",1.5%,Nationalist Congress Party
7,7,Rekha Kumari Soren,"1,673",1.3%,Independent
8,8,Rajaram Soren,"1,364",1.0%,Bharat Vikas Morcha
9,9,Anil Kumar  Marandi,"1,324",1.0%,Garib Janta Dal (Secular)
