x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Dr. Ramanuj Prasad,"86,082",54.9%,Rashtriya Janata Dal
2,2,Vinay Kumar Singh,"49,686",31.7%,Bharatiya Janta Party
3,3,Binod Kumar Singh,"3,606",2.3%,Independent
4,4,Pradeep Kumar Sahni,"3,265",2.1%,Sarvajan Kalyan Loktantrik Party
5,5,Sudhir Kumar Singh Alias Bhola Singh,"2,312",1.5%,Independent
6,6,Ashok Singh,"2,172",1.4%,Independent
7,7,Hem Narayan Singh,"1,394",0.9%,Shiv Sena
8,8,Sukhnnandan Singh Rathor,"1,142",0.7%,Communist Party Of India
9,9,Amod Kumar Singh,891,0.6%,Samras Samaj Party
10,10,Rajkumar Hazra,712,0.5%,Independent
11,11,Gonar Mahto,539,0.3%,Independent
12,12,Sita Sarojani,443,0.3%,Samajwadi Party
13,13,Kumar Samarjeet Singh,350,0.2%,Jawan Kisan Morcha
