x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Raj Kishore Singh,"79,286",47.6%,Janata Dal (United)
2,2,Brishin Patel,"48,225",29.0%,Hindustani Awam Morcha (Secular)
3,3,Vinay Paswan,"7,975",4.8%,Independent
4,4,Rajnarayan Kumar,"4,695",2.8%,Lok Dal
5,5,Mahtab Ahmad Khan,"4,301",2.6%,Jan Adhikar Party (Loktantrik)
6,6,Muhamad Abas,"2,765",1.7%,Independent
7,7,Amiya Bhushan,"2,009",1.2%,Independent
8,8,Mahabir Prasad,"1,959",1.2%,Independent
9,9,Kundan Singh,"1,735",1.0%,Aap Aur Hum Party
10,10,Sigeshwar Bhagat,"1,663",1.0%,Socialist Unity Centre Of India (COMMUNIST)
11,11,Sudhir Ku Sharma,"1,556",0.9%,Gareeb Aadmi Party
12,12,Raj Kumar Singh,"1,435",0.9%,Bajjikanchal Vikas Party
13,13,Chandrashekhar Prasad Singh,"1,370",0.8%,Bharti Samudaya Party
14,14,Manohar Ray,"1,200",0.7%,National Janta Party (Indian)
15,15,Ghanshyam Kumar Singh,"1,150",0.7%,Independent
16,16,Pappu Kumar Sahu,899,0.5%,Garib Janta Dal (Secular)
