x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Sudhir Kumar Alias Banty Choudhary,"59,092",42.7%,Indian National Congress
2,2,Subhash Chandra Bosh,"51,102",36.9%,Lok Jan Shakti Party
3,3,Girja Choudhry,"8,026",5.8%,Communist Party Of India
4,4,Golden Kumar,"4,431",3.2%,Garib Janta Dal (Secular)
5,5,Shiv Shankar Prasad Choudhary,"3,372",2.4%,Independent
6,6,Ravishankar Paswan,"3,350",2.4%,Samras Samaj Party
7,7,Jagdish Prasad Das,"3,213",2.3%,Bahujan Mukti Party
8,8,Rekha Das,"2,021",1.5%,Bahujan Samaj Party
