x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,M.D. Tauseef Alam,"53,533",33.6%,Indian National Congress
2,2,Awadh Bihari Singh,"39,591",24.8%,Bharatiya Janta Party
3,3,Md. Maswar Alam,"33,638",21.1%,Jan Adhikar Party (Loktantrik)
4,4,Hasnain Mirza,"8,230",5.2%,Samajwadi Party
5,5,Barun Kumar Singh,"4,901",3.1%,Independent
6,6,Hasan Javed,"2,435",1.5%,Jharkhand Mukti Morcha
7,7,Parmeshwar Prasad Sinha,"2,428",1.5%,Bahujan Samaj Party
8,8,Md Mansoor Alam,"2,422",1.5%,Nationalist Congress Party
9,9,Hari Mohan Singh,"1,816",1.1%,Independent
10,10,Suresh Prasad Mandal,"1,684",1.1%,Independent
11,11,Raj Kumar Sah,"1,674",1.1%,Independent
12,12,Md. Manjar Hasnain,"1,387",0.9%,Garib Janta Dal (Secular)
13,13,Sakil Akhter,"1,378",0.9%,Indian Union Muslim League
14,14,Azimuddin,"1,022",0.6%,Independent
15,15,Hira Nand Mandal,826,0.5%,Rashtriya Jankranti Party
16,16,Md. Nasim Akhtar,610,0.4%,Janta Dal Rashtravadi
17,17,Afsar,493,0.3%,Bahujan Nyay Dal
18,18,Gotam Giri,419,0.3%,Shiv Sena
