x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ashok Kumar Singh,"80,445",48.2%,Bharatiya Janta Party
2,2,Shankar Prasad,"66,906",40.1%,Rashtriya Janata Dal
3,3,Phooldeo Sahani,"2,899",1.7%,Bahujan Samaj Party
4,4,Vijay Kumar,"2,476",1.5%,Independent
5,5,Sikendar Ram,"1,744",1.1%,Independent
6,6,Avinash Kunwar,"1,508",0.9%,Jan Adhikar Party (Loktantrik)
7,7,Nanhak Sah,"1,132",0.7%,Socialist Unity Centre Of India (COMMUNIST)
8,8,Rameshwar Sah,944,0.6%,Independent
9,9,Sanjay Kumar Singh,748,0.5%,Rashtravadi Janata Party
10,10,Prakash Kumar,650,0.4%,Samras Samaj Party
11,11,Rajesh Rai,582,0.4%,Independent
12,12,Alok Kumar,524,0.3%,Samajwadi Party
13,13,Badri Nath Bihari,472,0.3%,Independent
