x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Shamim Ahmad,"75,118",46.0%,Rashtriya Janata Dal
2,2,Sant Singh Kushwaha,"55,136",33.7%,Rashtriya Lok Samta Party
3,3,Sonu Kumar,"12,890",7.9%,Independent
4,4,Sunil Kumar,"2,750",1.7%,Independent
5,5,Dinesh Prasad,"2,177",1.3%,Communist Party Of India (Marxist-Leninist) (Liberation)
6,6,Anwar Alam Ansari,"1,991",1.2%,Bahujan Samaj Party
7,7,Reeta Devi,969,0.6%,Independent
8,8,Madan Prasad Yadav,968,0.6%,Samajwadi Party
9,9,Shambhu Sharan Prasad,725,0.4%,Jammu & Kashmir National Panthers Party
10,10,Rahul Kumar,659,0.4%,Independent
11,11,Deepak Kumar,623,0.4%,Gareeb Aadmi Party
12,12,Ashok Gupta,503,0.3%,Independent
