x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Chandan Kumar,"70,519",51.6%,Rashtriya Janata Dal
2,2,Pashupati Kumar Paras,"46,049",33.7%,Lok Jan Shakti Party
3,3,Manoj Sada,"7,087",5.2%,Communist Party Of India
4,4,Ram Prasad Sada,"4,335",3.2%,Independent
5,5,Phuleshwar Sada,"1,813",1.3%,Independent
6,6,Pramita Devi,850,0.6%,Independent
7,7,Uday Prakash Sada,802,0.6%,Bahujan Mukti Party
8,8,Jay Jay Ram,772,0.6%,Independent
9,9,Buddhan Sada,685,0.5%,Naya Daur Party
