x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Muneshwar Chaudhary,"89,249",56.6%,Rashtriya Janata Dal
2,2,Gyanchand Manjhi,"49,366",31.3%,Bharatiya Janta Party
3,3,Sampat Ram Rahi,"4,723",3.0%,Independent
4,4,Shivji Das,"2,246",1.4%,Communist Party Of India
5,5,Raghunandan Manjhi,"2,224",1.4%,Independent
6,6,Ramji Chaudhary,"1,311",0.8%,Independent
7,7,Ajit Kumar Manjhi,940,0.6%,Independent
8,8,Dilip Kumar Ram,841,0.5%,Jan Adhikar Party (Loktantrik)
9,9,Pramila Devi,707,0.5%,Independent
10,10,Surendra Kumar Das,638,0.4%,Bahujan Samaj Party
11,11,Lakshmi Narayan Manjhi,442,0.3%,Garib Janta Dal (Secular)
