x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Sunil Kumar,"81,557",49.6%,Rashtriya Janata Dal
2,2,Sunil Kumar Alias Pintu,"66,835",40.7%,Bharatiya Janta Party
3,3,Nagina Devi,"3,624",2.2%,Independent
4,4,Anup Mahto,"2,236",1.4%,Rashtriya Janshanti Party
5,5,Rakesh Kumar Tunna,"2,059",1.3%,Independent
6,6,Irshad Ahmad,959,0.6%,Bahujan Samaj Party
7,7,Shahin Parween,948,0.6%,Independent
8,8,Chandrika Prasad,890,0.5%,Independent
9,9,Eftekhar Afatab,781,0.5%,Nationalist Congress Party
10,10,Umesh Paswan,573,0.4%,Independent
11,11,Ram Kishore Rai,550,0.3%,Samajwadi Party
12,12,Umesh Kumar Singh,487,0.3%,Sarvajan Kalyan Loktantrik Party
13,13,Vinod Sah,466,0.3%,Hindusthan Nirman Dal
14,14,Ramesh Sah,390,0.2%,Garib Janta Dal (Secular)
15,15,Ram Vinay Singh Kushwaha,374,0.2%,Bahujan Mukti Party
