x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Prem Kumar,"66,891",51.8%,Bharatiya Janta Party
2,2,Priya Ranjan,"44,102",34.2%,Indian National Congress
3,3,Raj Kumar Prasad Alias Raju Baranwal,"7,170",5.6%,Independent
4,4,Masood Manzar,"2,363",1.8%,Communist Party Of India
5,5,Shashi Kishore Shishu,"2,255",1.8%,Independent
6,6,Sanjay Kumar Srivastava,"1,160",0.9%,Independent
7,7,Mrityunjay Singh,773,0.6%,Independent
8,8,Abul Farha,672,0.5%,Bahujan Samaj Party
9,9,Ajay Yadav,578,0.5%,Samajwadi Party
10,10,Ranjeet Prasad,520,0.4%,Bharat Bhrashtachar Mitao Party
11,11,Shishupal Kumar,455,0.4%,Swabhiman Party
12,12,Ram Parsad Gupta,370,0.3%,Rashtriya Pragati Party
13,13,Malti Devi,329,0.3%,Independent
14,14,Vijay Singh,321,0.3%,Pragatisheel Magahi Samaj
15,15,Naresh Prasad,255,0.2%,Independent
16,16,Asad Perwez,206,0.2%,International Party
