x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Vijay Kumar Choudhary,"81,055",53.2%,Janata Dal (United)
2,2,Ranjeet Nirguni,"47,011",30.9%,Bharatiya Janta Party
3,3,Lalan Kumar Ishwar,"3,565",2.3%,Jharkhand Mukti Morcha
4,4,Rabindar Parsad Ray,"3,051",2.0%,Independent
5,5,Ram Vilas Roy Vimal,"2,262",1.5%,Communist Party Of India
6,6,Brajkishor Singh Chauhan,"1,814",1.2%,Communist Party Of India (Marxist-Leninist) (Liberation)
7,7,Nandkishor Sah,"1,492",1.0%,Loktantrik Sarvjan Samaj Party
8,8,Sajan Kumar Mishra,"1,487",1.0%,Samajwadi Party
9,9,Ranjan Kumar Thakur,"1,258",0.8%,Bahujan Mukti Party
10,10,Raj Narayan Sahni,788,0.5%,Bahujan Samaj Party
11,11,Mani Devi,652,0.4%,Shiv Sena
12,12,Parmanand Patel,544,0.4%,Garib Janta Dal (Secular)
