x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Niraj Kumar Singh,"75,697",43.7%,Bharatiya Janta Party
2,2,Jahur Alam,"66,405",38.4%,Rashtriya Janata Dal
3,3,Upendra Prasad Singh,"6,244",3.6%,Independent
4,4,Aqueel Ahmad,"4,135",2.4%,Bahujan Samaj Party
5,5,Deepak Kumar Sah,"3,200",1.9%,Shiv Sena
6,6,Md. Akbar Ali,"3,167",1.8%,Independent
7,7,Sanjay Kumar Mishra,"2,779",1.6%,Jan Adhikar Party (Loktantrik)
8,8,Nitu Kumari,"2,570",1.5%,Communist Party Of India (MARXIST)
9,9,Bishnudev Paswan,"2,383",1.4%,Independent
10,10,Ramsundar Mukhiya,"1,568",0.9%,Sarvajan Kalyan Loktantrik Party
11,11,Bipin Kumar Yadav,988,0.6%,Proutist Bloc India
