x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Dr. Ashok Kumar,"85,506",52.6%,Indian National Congress
2,2,Manju Hazari,"51,145",31.5%,Bharatiya Janta Party
3,3,Indal Paswan,"9,543",5.9%,Communist Party Of India
4,4,Surendra Das,"2,355",1.5%,Rashtravadi Janata Party
5,5,Arun Ram,"2,315",1.4%,Independent
6,6,Ram Bahadur Azad,"1,783",1.1%,Independent
7,7,Baleshwar Paswan,"1,610",1.0%,Bahujan Samaj Party
8,8,Shatrudhan Kumar Paswan,975,0.6%,Samajwadi Party
9,9,Vijay Laxmy Devi,769,0.5%,National Janta Party (Indian)
10,10,Baidyanath Kumar,736,0.5%,Garib Janta Dal (Secular)
