x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Atri Muni Urph Shakti Singh Yadav,"72,347",48.4%,Rashtriya Janata Dal
2,2,Deepika Kumari,"46,271",31.0%,Lok Jan Shakti Party
3,3,Shyam Narayan Prasad,"5,415",3.6%,Communist Party Of India (Marxist-Leninist) (Liberation)
4,4,Sudhir Kumar,"5,263",3.5%,Independent
5,5,Rajeev Ranjan Kumar Urph- J.p. Chandravanshi,"3,796",2.5%,Independent
6,6,Santosh Kumar,"3,176",2.1%,Independent
7,7,Nilam Sinha,"1,961",1.3%,Jan Adhikar Party (Loktantrik)
8,8,Niraj Sharma,"1,807",1.2%,Bahujan Samaj Party
9,9,Pankaj Roy,"1,624",1.1%,Shiv Sena
10,10,Umesh Rabidas,964,0.6%,Independent
11,11,Dularchanad Prasad,856,0.6%,Independent
12,12,Rakesh Kumar,747,0.5%,Bharatiya Momin Front
13,13,Om Prakash Mochi,525,0.4%,Sankhyanupati Bhagidari Party
14,14,Sohawan Paswan,524,0.4%,National Janta Party (Indian)
15,15,Rajkumar Kewat,413,0.3%,Sarvajan Kalyan Loktantrik Party
16,16,Ramashray Singh,399,0.3%,Samajwadi Party
