x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Khurshid Urf Firoj Ahmad,"69,870",43.5%,Janata Dal (United)
2,2,Dilip Varma,"67,035",41.7%,Bharatiya Janta Party
3,3,Birendra Prasad Gupta,"5,639",3.5%,Communist Party Of India (Marxist-Leninist) (Liberation)
4,4,Dhanesh Patel,"4,043",2.5%,Independent
5,5,Ajeet Kumar Urf Munna Singh,"2,551",1.6%,Independent
6,6,Vikram Bhaiya,"1,414",0.9%,Bahujan Samaj Party
7,7,Lalgurad Miyan,"1,347",0.8%,Independent
8,8,Aasma Khatoon,822,0.5%,Janta Dal Rashtravadi
9,9,Pramod Sah,804,0.5%,Independent
10,10,Dharmesh Prasad Varma,693,0.4%,Samajwadi Party
11,11,Gopal Dutta Jha,592,0.4%,Independent
12,12,Irshad Shekh,320,0.2%,Rashtriya Samanta Dal
