x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ranvijay Singh,"61,496",40.1%,Bharatiya Janta Party
2,2,Aniruddh Kumar,"53,594",35.0%,Rashtriya Janata Dal
3,3,Akhilesh Kumar,"12,070",7.9%,Bahujan Samaj Party
4,4,Jitendra Yadav,"11,123",7.3%,Independent
5,5,Surendra Paswan,"2,791",1.8%,Communist Party Of India
6,6,Ravi Kumar,"2,193",1.4%,Independent
7,7,Sita Devi,"2,050",1.3%,Independent
8,8,Ranjit Kumar,"1,755",1.1%,Independent
9,9,Prabhat Singh,683,0.5%,Samajwadi Party
10,10,Chitranjan Kumar,569,0.4%,Independent
11,11,Subrat Kumar Yadav,503,0.3%,Jan Adhikar Party (Loktantrik)
12,12,Pramod Kumar Nirala,421,0.3%,Garib Janta Dal (Secular)
13,13,Kundan Kumar,365,0.2%,Independent
