Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Selvakumara Chinnayan S,466995,668,46.3%,All India Anna Dravida Munnetra Kazhagam
2,Ganeshamurthi.A,255432,668,25.3%,Marumalarchi Dravida Munnetra Kazhagam
3,Pavithravalli H,217260,459,21.5%,Dravida Munetra Kazhagam
4,Gopi P,26726,100,2.6%,Indian National Congress
5,Vijayakumar S,7478,83,0.7%,Independent
6,Sethupathy,5917,83,0.6%,Bahujan Samaj Party
7,Kumarasamy K.K,4654,83,0.5%,Aam Aadmi Party
8,Rajagopal V,1969,83,0.2%,Independent
9,Mayilsamy K,1592,83,0.2%,Independent
10,Gunasekaran T.K,1298,83,0.1%,United Communist Party Of India
11,Murugesan_s,1046,83,0.1%,Independent
12,Thangaraj V,818,83,0.1%,Independent
13,Duraisamy.A,610,83,0.1%,Independent
14,Palaniappan Josiyar C.M,519,83,0.1%,Communist Party Of India (Marxist-Leninist) Red Star
