Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Sharad Bansode,517879,1326,54.4%,Bharatiya Janta Party
2,Shinde Sushilkumar Sambhajirao,368205,1326,38.7%,Indian National Congress
3,Adv. Sanjeev Sidram Sadafule,19041,77,2.0%,Bahujan Samaj Party
4,Lalit Babar,9261,67,1.0%,Aam Aadmi Party
5,Sonawane Shivaji Chandrakant,5487,67,0.6%,Independent
6,Sunita Vijaykumar Ughade,2706,67,0.3%,Independent
7,Sonkamble Gautam Vijaykumar,2458,67,0.3%,Bharipa Bahujan Mahasangh
8,Sidram Krishna Dhobale,1683,67,0.2%,Independent
9,Kewale Chaya Nagnath,1654,67,0.2%,Independent
10,Bhise Krishna Nagnath,1504,67,0.2%,Independent
11,Rajendra Dnyandeo Randive,1460,67,0.2%,Independent
12,Waghmare Pundalik Onkari,1399,67,0.1%,Bahujan Mukti Party
13,Vikram Uttam Kasabe,1333,67,0.1%,Independent
14,Shinde Rajkumar Laxmanrao,1286,67,0.1%,Independent
15,Pawar Yuvraj Sidram,1243,67,0.1%,Independent
16,Dattatraya Vitthal Thorat,824,67,0.1%,Independent
