Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Nagarajan P.,431717,26000,36.7%,All India Anna Dravida Munnetra Kazhagam
2,Radhakrishnan C.P.,389701,26000,33.1%,Bharatiya Janta Party
3,Ganeshkumar K.,217083,1000,18.4%,Dravida Munetra Kazhagam
4,Prabhu R.,56962,200,4.8%,Indian National Congress
5,Natarajan P.R.,34197,200,2.9%,Communist Party Of India (MARXIST)
6,Pon Chandran.,6680,200,0.6%,Aam Aadmi Party
7,Kanagasabapathy G.,2329,200,0.2%,Independent
8,Kittusamy P.,2122,200,0.2%,Independent
9,Tamilnadu Selvam Era.,1959,200,0.2%,Bahujan Samaj Party
10,Subash K.R.,1756,200,0.1%,Independent
11,Nagaraj S.,1699,200,0.1%,Independent
12,Radhakrishnan R.,1672,200,0.1%,Independent
13,Chandran D.,1360,200,0.1%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION)
14,Alphonesraj M.,1306,200,0.1%,Independent
15,Rajagopal M.,1232,200,0.1%,Independent
16,Ranjithkumar M.,1100,200,0.1%,Independent
17,Kalapirar Kuppusamy C.,1051,200,0.1%,Communist Party Of India (Marxist-Leninist) Red Star
18,Jerlld Amalajothi I.,858,200,0.1%,Independent
19,Anbuselvan.,799,200,0.1%,Independent
20,Abdul Salam A.,766,200,0.1%,Independent
21,Tamilselvan K.,640,200,0.1%,Independent
22,Mohanraj K.,607,200,0.1%,Independent
23,Jagadeeswaran S.,596,200,0.1%,Ulzaipali Makkal Katchy
24,Doraisamy A.,550,200,0.0%,Makkal Manadu Katchi
25,Sridharan S.,450,200,0.0%,Independent
