Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Savitri Thakur,558387,3600,51.9%,Bharatiya Janta Party
2,Umang Singhar,454059,3600,42.2%,Indian National Congress
3,Ajay Rawat,14666,200,1.4%,Bahujan Samaj Party
4,Karan Burman Gareeb,11481,200,1.1%,Samata Samadhan Party
5,Dr. Hemlata Jamuna Devi,10683,200,1.0%,Aam Aadmi Party
6,Rama Singh Patel,8303,200,0.8%,Independent
7,Bherulal Imliyar,3800,200,0.4%,Bahujan Mukti Party
