Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Hemendra Chandra Singh,421458,800,50.2%,Biju Janata Dal
2,Harihar Karan,240441,800,28.6%,Indian National Congress
3,Sukanta Kumar Panigrahi,108744,200,13.0%,Bharatiya Janta Party
4,Lambodar Kanhar,20472,200,2.4%,Independent
5,Ram Nayak,11080,200,1.3%,Bahujan Samaj Party
6,Narendra Mohanty,9522,200,1.1%,Aam Aadmi Party
7,Bilasini Nayak,7741,200,0.9%,Aama Odisha Party
8,Basanta Kumar Pradhan,5798,200,0.7%,Independent
