Position,Candidate Name,Votes,MinSample,Votes %,Party
1,C. L. Ruala,210485,122086,48.6%,Indian National Congress
2,Robert Romawia Royte,204331,122086,47.2%,Independent
3,M.Lalmanzuala,11890,88,2.7%,Aam Aadmi Party
