Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Satabdi Roy,460568,11113,36.1%,All India Trinamool Congress
2,Dr. Elahi Kamre Mahammad,393305,11113,30.8%,Communist Party Of India (MARXIST)
3,Joy Banerjee,235753,817,18.5%,Bharatiya Janta Party
4,Syed Siraj Jimmi,132084,324,10.4%,Indian National Congress
5,Shibratan Sharma,7989,113,0.6%,Jharkhand Mukti Morcha
6,Prasanta Roy,7194,113,0.6%,Samajwadi Party
7,Prabir Mukhopadhyay,7141,113,0.6%,Bahujan Samaj Party
8,Ayesha Khatun,6593,113,0.5%,Socialist Unity Centre Of India (COMMUNIST)
9,Suttam Das,5448,113,0.4%,Independent
10,Sajal Das,2982,113,0.2%,Bahujan Mukti Party
11,Nurul Islam,2205,113,0.2%,Janata Dal (United)
