Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Maragatham K,499395,1813,44.3%,All India Anna Dravida Munnetra Kazhagam
2,Selvam G,352529,1813,31.2%,Dravida Munetra Kazhagam
3,Sathya C.E.,207080,394,18.4%,Marumalarchi Dravida Munnetra Kazhagam
4,Viswanathan P,33313,112,3.0%,Indian National Congress
5,Sathiyaraj J.S,6807,87,0.6%,Bahujan Samaj Party
6,Maragatham M,3618,87,0.3%,Independent
7,Balamurugan R,2895,87,0.3%,Independent
8,Ulaganathan .A,1479,87,0.1%,Independent
9,Pargunan A.,1368,87,0.1%,Independent
10,Srinivasan C.,1090,87,0.1%,Independent
11,Sathiyanathan N.,1089,87,0.1%,Independent
