Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Saugata Roy,483244,1600,42.7%,All India Trinamool Congress
2,Asim Kumar Dasgupta,328310,1600,29.0%,Communist Party Of India (MARXIST)
3,Tapan Sikdar,254819,800,22.5%,Bharatiya Janta Party
4,Dhananjay (SHAKTI) MOITRA,34116,200,3.0%,Indian National Congress
5,Ashok Kundu,4823,200,0.4%,Party For Democratic Socialism
6,Narendra Nath Ghosh (NAREN GHOSH),4077,200,0.4%,Bahujan Samaj Party
7,Sukha Ranjan Banik,3256,200,0.3%,Independent
8,Satyabrata Bandyopadhyay,1618,200,0.1%,Rashtriya Janadhikar Suraksha Party
9,Sikha Sen Roy,1544,200,0.1%,Communist Party Of India (Marxist-Leninist) Red Star
