Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Manoj Sinha,306929,27800,31.1%,Bharatiya Janta Party
2,Smt Shivkanya Kushwaha,274477,27800,27.8%,Samajwadi Party
3,Kailash Nath Singh Yadav,241645,6600,24.5%,Bahujan Samaj Party
4,Dharm Yadav Alias D.P.Yadav,59510,400,6.0%,Rashtriya Parivartan Dal
5,Arun Kumar Singh,34093,400,3.5%,Independent
6,Mo. Maksud Khan,18908,200,1.9%,Indian National Congress
7,Brij Bhushan,6925,200,0.7%,Aam Aadmi Party
8,Ishwari,6512,200,0.7%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION)
9,Satya Dev Yadav,6381,200,0.6%,Naitik Party
10,Kuber,4889,200,0.5%,Independent
11,Ishwar Dev,4019,200,0.4%,Adarsh Rashtriya Vikas Party
12,Pappu,3585,200,0.4%,Eklavya Samaj Party
13,Rajendra Nath Ram,3468,200,0.4%,Bahujan Mukti Party
14,Bharat,2484,200,0.3%,Janta Raj Party
15,Omkar Chauhan,2416,200,0.2%,Janvadi Party(Socialist)
16,Deendayal,2122,200,0.2%,Pragatisheel Manav Samaj Party
17,Lakshaman,1588,200,0.2%,Independent
18,Gupteshwar,1111,200,0.1%,Lok Dal
