Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Dushyant Singh,676102,600,59.0%,Bharatiya Janta Party
2,Pramod Bhaya,394556,600,34.4%,Indian National Congress
3,Chandra Singh,23587,200,2.1%,Bahujan Samaj Party
4,Javed Khan,13617,200,1.2%,Bharatiya Yuva Shakti
5,Suleman Puta,11602,200,1.0%,Independent
6,Baldar,7836,200,0.7%,Independent
