Position,Candidate Name,Votes,MinSample,Votes %,Party
1,S.P.Y Reddy,622411,4469,51.7%,Yuvajana Sramika Rythu Congress Party
2,N.Md.Farook,516645,4469,42.9%,Telugu Desam
3,B.Y.Ramaiah,16378,81,1.4%,Indian National Congress
4,Obulesu Thudum,11784,74,1.0%,Bahujan Samaj Party
5,Nossam Mallikarjuna Reddy,7189,74,0.6%,Jai Samaikyandhra Party
6,P.V.N. Reddy,5598,74,0.5%,All India Majlis-E-Ittehadul Muslimoon
7,M Ramana Reddy,5400,74,0.4%,Independent
8,K.P.Kambagiri Swami,2708,74,0.2%,Independent
9,Ullagi David Jaya Kumar,2499,74,0.2%,Aam Aadmi Party
10,Vangala Sreenivasa Reddy,2437,74,0.2%,Independent
11,Gaddala Balaswamy,1495,74,0.1%,Independent
12,Pidisela Vijay Kumar,1325,74,0.1%,Independent
13,I.V Pakkira Reddy,1036,74,0.1%,Independent
14,P.Narendra Dev,936,74,0.1%,Independent
