Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Kesineni Srinivas,592696,9200,49.6%,Telugu Desam
2,Koneru Rajendra Prasad,517834,9200,43.3%,Yuvajana Sramika Rythu Congress Party
3,Avinash Devineni,39751,200,3.3%,Indian National Congress
4,Kambala. Subrahmanyam (SASTRY),7538,200,0.6%,Welfare Party Of India
5,Ishwarya Lakshmi Chinnam,5296,200,0.4%,Jai Samaikyandhra Party
6,Chigurupati Ramalingeswara Rao,3579,200,0.3%,Bahujan Samaj Party
7,Har Mohinder Singh Sahani,3088,200,0.3%,Aam Aadmi Party
8,M.Phani Prakash,2809,200,0.2%,Independent
9,Raja Kumari Gundapaneni,2570,200,0.2%,Pyramid Party Of India
10,Tatineni Srinivasa Rao,2456,200,0.2%,Independent
11,Dasari Venkata Nagesh,1873,200,0.2%,Independent
12,Surapaneni Saratbabu,1521,200,0.1%,Independent
13,Yaram Katam Raju,1402,200,0.1%,Independent
14,Altaf Ali Mohamed,1167,200,0.1%,Independent
15,Koneru Ramachandra Prasad,1096,200,0.1%,Independent
16,Koneru Rajendra Prasad,1014,200,0.1%,Independent
17,Chatragadda Pratap,950,200,0.1%,Independent
18,Sunkara Krishna Murthy,803,200,0.1%,Andhra Rastra Praja Samithi
19,V.R.K.Murthy.,748,200,0.1%,Independent
20,Bolisetty Haribabu,667,200,0.1%,Independent
21,Ahmed Ansari Syed,504,200,0.0%,Independent
22,P.V. Krishnaiah,423,200,0.0%,Independent
