Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Rathod Dipsinh Shankarsinh,552205,5532,50.5%,Bharatiya Janta Party
2,Shankersinh Vaghela Bapu,467750,5532,42.8%,Indian National Congress
3,Bhambhi Chandubhai Mulchandbhai,16665,80,1.5%,Bahujan Samaj Party
4,Solanki Chhaganbhai Kevalabhai,9795,72,0.9%,Independent
5,Patel Bhogilal Haribhai,9046,72,0.8%,Bharatiya National Janta Dal
6,Velani Shantilal Karamshi,6816,72,0.6%,Independent
7,Balusingh Somansingh Narve,3527,72,0.3%,Independent
8,Shekh Arif Khan,2314,72,0.2%,Samajwadi Party
9,Patel Purusottambhai Ambalal,1876,72,0.2%,Independent
10,Patel Ishwarbhai Sakraji,1674,72,0.2%,Independent
