Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Darshana Vikram Jardosh,718412,200,75.8%,Bharatiya Janta Party
2,Desai Naishadhbhai Bhupatbhai,185222,200,19.5%,Indian National Congress
3,Mohanbhai B. Patel,18877,200,2.0%,Aam Aadmi Party
4,Omprakash Shrivastav,6346,200,0.7%,Bahujan Samaj Party
5,Mukeshbhai Lavjibhai Ambaliya,2695,200,0.3%,Independent
6,Kiritbhai Harjibhai Vasani,2640,200,0.3%,Yuva Sarkar
7,Mavjibhai Laxmanbhai Sandis,1607,200,0.2%,Independent
8,Vasava Kishorbhai Chhotubhai,1187,200,0.1%,Janata Dal (United)
