Position,Candidate Name,Votes,MinSample,Votes %,Party
1,G M Siddeshwara,518894,135600,46.5%,Bharatiya Janta Party
2,S.S. Mallikarjun,501287,135600,45.0%,Indian National Congress
3,Mahima J Patel,46911,200,4.2%,Janata Dal (Secular)
4,Com. H.K. Ramachandrappa,8064,200,0.7%,Communist Party Of India
5,B. Gnana Prakash,7097,200,0.6%,Independent
6,A.K.Parashurama Kotemallur,5581,200,0.5%,Bahujan Samaj Party
7,H.K. Kenchveerappa,3972,200,0.4%,Vichara Jagruthi Congress Paksha
8,S.S. Subhan Khan,3312,200,0.3%,Independent
9,G.M.Siddeshi,2732,200,0.2%,Independent
10,K.J. Basavaraj,2582,200,0.2%,Aam Aadmi Party
11,K Syed Zabiulla,1582,200,0.1%,Independent
12,Parasuram Kurubar,1332,200,0.1%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION)
13,A.T. Dadakhalandar,1331,200,0.1%,Independent
14,Sri Nagarajappa,1226,200,0.1%,Independent
15,Siddesh,1216,200,0.1%,Independent
16,G.C.Patel,1145,200,0.1%,Sarva Janata Party
17,Alur M.G. Swamy,1122,200,0.1%,Independent
18,Dr. Sridhara Udupa,946,200,0.1%,Independent
