Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Dr Pandula Ravindra Babu,594547,2935,53.0%,Telugu Desam
2,Pinipe Viswarupu,473971,2935,42.3%,Yuvajana Sramika Rythu Congress Party
3,Aithabathula Jogeswara Venkata Butchi Maheswara Rao,12182,72,1.1%,Indian National Congress
4,G.V.Harsha Kumar,9931,72,0.9%,Jai Samaikyandhra Party
5,Geddam Sampada Rao,7219,72,0.6%,Bahujan Samaj Party
6,Kunche Pedasatyanarayana,4560,72,0.4%,Pyramid Party Of India
7,Konki Venkata Rao,3233,72,0.3%,Republican Paksha (Khoripa)
8,Vijaya Chakravarthy Panthagada,2867,72,0.3%,Republican Party Of India (KHOBRAGADE)
9,Vaddi Winston Churchill,1684,72,0.2%,Independent
10,Yalangi Ramesh,1171,72,0.1%,Independent
11,Kasi Chandramouli,1110,72,0.1%,Independent
12,Undru Gani Raju,862,72,0.1%,Independent
13,Bhaskara Rao Bunga,824,72,0.1%,Independent
14,Kommu Satyavathi,625,72,0.1%,Independent
