Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Dr. Sunil Baliram Gaikwad,616509,562,58.3%,Bharatiya Janta Party
2,Bansode Dattatray Gunderao,363114,562,34.3%,Indian National Congress
3,Kamble Deepak Arvind,20029,70,1.9%,Bahujan Samaj Party
4,Dipratna Prabhakarrao Nilangekar,9829,63,0.9%,Aam Aadmi Party
5,Shinde Sudhir Shripatrao,8678,63,0.8%,Independent
6,Gajanan Pandurang Mane,3401,63,0.3%,Independent
7,Suryawansi Sidharth Tukaram,2830,63,0.3%,Bahujan Mukti Party
8,Bharat Maroti Kadam,2724,63,0.3%,Ambedkarite Party Of India
9,Jaripatke Dnyanoba Sopanrao,2052,63,0.2%,Independent
10,Bharat Damodar Londhe,2035,63,0.2%,Independent
11,Padmakar Kondiba Ovhal,1941,63,0.2%,Independent
12,Balaji Dnyanoba Kamble,1840,63,0.2%,Samajwadi Party
13,Rajkumar Bhimrao Chandanshive,1765,63,0.2%,Independent
14,Udare Minakshi Mahadev,1541,63,0.1%,Independent
15,Shivkhandeshwar Narayan Dahge,1337,63,0.1%,Bharatiya Jawala Shakti Paksha
16,Jogdand Fakira Vaijnath,1306,63,0.1%,Independent
17,Gajendra Limbaji Avghade,1287,63,0.1%,Independent
18,Kamble Milind Haribhau,942,63,0.1%,Independent
