Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Vincent H. Pala,209340,6625,33.8%,Indian National Congress
2,Prechard B. M. Basaiawmoit,168961,6625,27.3%,Independent
3,Paul Lyngdoh,106817,865,17.2%,United Democratic Party
4,Shibun Lyngdoh,95979,684,15.5%,Bharatiya Janta Party
5,Armerington Kharshiing,8815,131,1.4%,Aam Aadmi Party
6,Richard D. Shabong,7418,131,1.2%,Communist Party Of India
7,Ivoryna Shylla,6605,131,1.1%,Independent
8,Denis Siangshai,5092,131,0.8%,Independent
