Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Ninong Ering,118455,13200,45.3%,Indian National Congress
2,Tapir Gao,105977,13200,40.6%,Bharatiya Janta Party
3,Wangman Lowangcha,32354,400,12.4%,Peoples Party Of Arunachal
