Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Birendra Kumar Chaudhary,335481,9052,35.6%,Bharatiya Janta Party
2,Mangani Lal Mandal,280073,9052,29.8%,Rashtriya Janata Dal
3,Devendra Prasad Yadav,183591,1030,19.5%,Janata Dal (United)
4,Pawan Kumar,17790,142,1.9%,Independent
5,Manilal Sahu,14190,142,1.5%,Bahujan Samaj Party
6,Barun Kumar Jha,13833,131,1.5%,Independent
7,Chandra Mohan Jha,9823,131,1.0%,Independent
8,Tiliya Devi,9441,131,1.0%,Aam Aadmi Party
9,Md. Akhtar Ali,9388,131,1.0%,Jai Prakash Janata Dal
10,Janak Roy,8689,131,0.9%,Independent
11,Ram Chandra Safi,8083,131,0.9%,Independent
12,Chhedi Ram,7632,120,0.8%,Independent
13,Bipin Kumar Jha,7358,120,0.8%,Bharat Vikas Morcha
14,Haidar,5653,120,0.6%,Vanchitsamaj Insaaf Party
15,Md. Faiyaz Khan,5439,120,0.6%,Janta Dal Rashtravadi
16,Ibrahim Abbasi,4811,120,0.5%,Independent
17,Awdhesh Kumar Shingh,4248,120,0.5%,Independent
18,Dr. Binay Kumar Jha,3956,120,0.4%,Independent
19,Vighnesh Bhagat,3727,120,0.4%,Bahujan Mukti Party
