Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Kunwar Bhartendra,486913,1000,45.9%,Bharatiya Janta Party
2,Shahnawaz Rana,281139,1000,26.5%,Samajwadi Party
3,Malook Nagar,230124,600,21.7%,Bahujan Samaj Party
4,Jaya Prada Nahata,24348,200,2.3%,Rashtriya Lok Dal
5,Mohammad Moosa,15801,200,1.5%,Peace Party
6,Gajresh Kumar,3317,200,0.3%,Independent
7,Umesh Alies Pani,2967,200,0.3%,Independent
8,Kamal,2545,200,0.2%,Independent
9,Gaurav,2483,200,0.2%,Aam Aadmi Party
10,Uday Alies Udayveer,2456,200,0.2%,Bharatiya Momin Front
11,Mohamad Adeeb,1756,200,0.2%,Rashtrawadi Samaj Party
12,Parvez Aqil,722,200,0.1%,All India Minorities Front
