Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Dr. Mamtaz Sanghamita,554521,4800,41.7%,All India Trinamool Congress
2,Sk. Saidul Haque,447190,4800,33.6%,Communist Party Of India (MARXIST)
3,Debasree Chaudhuri,237205,600,17.8%,Bharatiya Janta Party
4,Agasty Pradip,44355,200,3.3%,Indian National Congress
5,Md. Harun,11862,200,0.9%,Bahujan Samaj Party
6,Sunil Kumar Purkait,7574,200,0.6%,Socialist Unity Centre Of India (COMMUNIST)
7,Dr. Dhanapati Das,6665,200,0.5%,Bahujan Mukti Party
8,Sarada Moni Samanta,4984,200,0.4%,Independent
