Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Akshay Yadav,534583,3169,48.4%,Samajwadi Party
2,Prof. S.P. Singh Baghel,420524,3169,38.1%,Bharatiya Janta Party
3,Th. Vishwadeep Singh,118909,180,10.8%,Bahujan Samaj Party
4,Atul Chaturvedi,7447,81,0.7%,Indian National Congress
5,Upendra Singh,3696,81,0.3%,Bharatiya Kisan Parivartan Party
6,Shamsher Kha,3526,81,0.3%,Peace Party
7,Rakesh Yadav,2808,81,0.3%,Aam Aadmi Party
8,Rajveer,2425,81,0.2%,Independent
9,Mirja Mukarram Baig,1470,81,0.1%,Independent
10,Jay Prakash,1248,81,0.1%,Shiv Sena
11,Lakshmi Narayan,939,81,0.1%,Rashtriya Janwadi Party (Krantikari)
12,Khajan Singh,753,81,0.1%,Lok Dal
13,Laxmi,620,81,0.1%,Bhartiya Shakti Chetna Party
14,Rajendra Prasad,506,81,0.0%,Bahujan Mukti Party
15,Rahat Afroz,498,81,0.0%,Indian Union Muslim League
