Position,Candidate Name,Votes,MinSample,Votes %,Party
1,M Veerappa Moily,424800,419725,33.6%,Indian National Congress
2,B N Bache Gowda,415280,419725,32.9%,Bharatiya Janta Party
3,H D Kumara Swamy,346339,7863,27.4%,Janata Dal (Secular)
4,G V Sreerama Reddy,26071,163,2.1%,Communist Party Of India (MARXIST)
5,G N Ravi,7127,128,0.6%,Independent
6,K Arkesh,6827,128,0.5%,Aam Aadmi Party
7,Chitra Prasad,6279,128,0.5%,Bahujan Samaj Party
8,K S Swamy,4689,128,0.4%,Independent
9,T V Manjunatha Gowda,3895,128,0.3%,Independent
10,Venkatesh D T,3410,128,0.3%,Independent
11,D N Narasimhamurthy,1897,128,0.2%,Independent
12,Jayaprakasha Yadav,1586,128,0.1%,Independent
13,B N Gopalagowda,1465,128,0.1%,Independent
14,Robin Mathews Narekattu,1404,128,0.1%,Samajwadi Party
15,Nanjappa,1215,128,0.1%,Independent
16,Yakub Shariff,931,128,0.1%,Bahujan Mukti Party
17,G C Venkataramanappa,892,128,0.1%,Republican Party Of India (A)
18,Reddy G K C,799,128,0.1%,Janata Dal (United)
19,H N Ramakrishna Reddy,686,128,0.1%,Pyramid Party Of India
