Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Prasun Banerjee,488461,978,43.4%,All India Trinamool Congress
2,Sridip Bhattacharya,291505,978,25.9%,Communist Party Of India (MARXIST)
3,George Baker,248120,624,22.0%,Bharatiya Janta Party
4,Manoj Kumar Pandey,63254,149,5.6%,Indian National Congress
5,Sonia Das,4441,92,0.4%,Independent
6,Shib Chandra Ram,3241,92,0.3%,Bahujan Samaj Party
7,Gobarddhan Manna,2680,92,0.2%,Indian Unity Centre
8,Dinesh Kumar Sharma,2343,92,0.2%,Independent
9,Suraj Narayan Singh,2186,92,0.2%,Aam Aadmi Party
10,Sanjib Sarkar,2105,92,0.2%,Independent
11,Mrityunjay Sarkar,2034,92,0.2%,Independent
12,Soumitra Sengupta,1814,92,0.2%,Socialist Unity Centre Of India (COMMUNIST)
13,Sajal Kumar Das,1572,92,0.1%,Independent
14,Mohammad Sirajuddin Sekh,1079,92,0.1%,Gareeb Aadmi Party
15,Sukumar Baral,635,92,0.1%,Bahujan Mukti Party
