Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Nagendra Kumar Pradhan,358618,32660,36.4%,Biju Janata Dal
2,Suresh Pujari,328042,32660,33.3%,Bharatiya Janta Party
3,Amarnath Pradhan,242131,1985,24.6%,Indian National Congress
4,Nathu Ram,12211,125,1.2%,Bahujan Samaj Party
5,Ananda Kumar Samal,7029,112,0.7%,Aam Aadmi Party
6,Md. Ali Hussain,4763,112,0.5%,Independent
7,Prasadi Pradhan,4502,112,0.5%,Socialist Unity Centre Of India (COMMUNIST)
8,Ashok Panda,4018,112,0.4%,Independent
9,Dusmanta Kar,4012,112,0.4%,Independent
10,Shankarlal Agrawala,3110,112,0.3%,Proutist Bloc India
11,Tarani Bhoi,2559,112,0.3%,Paschimanchal Vikas Party
