Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Choudhury Mohan Jatua,627761,2800,49.6%,All India Trinamool Congress
2,Rinku Naskar,489325,2800,38.7%,Communist Party Of India (MARXIST)
3,Tapan Naskar,65965,200,5.2%,Bharatiya Janta Party
4,Shri Manoranjan Halder,47277,200,3.7%,Indian National Congress
5,Purna Chandra Naiya,10191,200,0.8%,Socialist Unity Centre Of India (COMMUNIST)
6,Mantu Ram Halder,4674,200,0.4%,Welfare Party Of India
7,Soumen Saradar,4364,200,0.3%,Bahujan Samaj Party
8,Rabindranath Mistri,3212,200,0.3%,Party For Democratic Socialism
9,Abanindra Nath Baidya,2088,200,0.2%,Independent
10,Nandadulal Mandal,1357,200,0.1%,Rashtriya Janasachetan Party (R.J.P.)
