Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Sonia Gandhi,526434,200,63.8%,Indian National Congress
2,Ajay Agrawal,173721,200,21.1%,Bharatiya Janta Party
3,Pravesh Singh,63633,200,7.7%,Bahujan Samaj Party
4,Archana Srivastava,10383,200,1.3%,Aam Aadmi Party
5,Shakil Ahamad,7914,200,1.0%,Independent
6,Pramod Kureel,6688,200,0.8%,Independent
7,Kiran Chaudhari,5205,200,0.6%,Bahujan Mukti Party
8,Mangal Sain,4418,200,0.5%,Independent
9,Sahadat Ali Khan,3538,200,0.4%,Independent
10,Anju Singh,3507,200,0.4%,All India Trinamool Congress
11,Suresh Chandra,3330,200,0.4%,Manavtawadi Samaj Party
12,Kailash Kumar,2645,200,0.3%,Hindustan Krantikari Dal
13,Sahar Naqvi,2108,200,0.3%,Lok Dal
14,Ratiram,1661,200,0.2%,Samtawadi Republican Party
15,Mohammad Ashraf,1586,200,0.2%,Vanchitsamaj Insaaf Party
16,Shiv Sewak,1493,200,0.2%,Rashtriya Ahinsa Manch
17,Jawahar Lal,1463,200,0.2%,Nehru Janhit Congress
