Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Ramcharan Bohara,863358,200,66.6%,Bharatiya Janta Party
2,Dr. Mahesh Joshi,324013,200,25.0%,Indian National Congress
3,Dr. Virendra Singh,55118,200,4.3%,Aam Aadmi Party
4,D.K. (DEV KRISHAN) CHHANGANI,15597,200,1.2%,Communist Party Of India
5,Farooq Shah,5193,200,0.4%,Bahujan Samaj Party
6,Hafiz Khan Warasi,5020,200,0.4%,Independent
7,Munna Dass Dabodia,4856,200,0.4%,Independent
8,Anil Kumar Sharma,4599,200,0.4%,Jago Party
9,Ram Singh Raj,2072,200,0.2%,Independent
10,Pawan Singh Shekhawat,1987,200,0.2%,Independent
11,Raju Lal Bairwa,1899,200,0.1%,Ambedkarite Party Of India
12,Neeru Agarwal,1566,200,0.1%,National Unionist Zamindara Party
13,Abdul Aziz Bhartiya,1103,200,0.1%,Rashtriya Ulama Council
14,Dr. Tanmay,893,200,0.1%,Indian Peoples Green Party
15,Iftekar Qurishi,621,200,0.0%,All India Forward Bloc
16,Kailash Chand Saini,566,200,0.0%,Hindustan Janata Party
