Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Chudasama Rajeshbhai Naranbhai,513179,1600,54.5%,Bharatiya Janta Party
2,Punjabhai Bhimabhai Vansh,377347,1600,40.1%,Indian National Congress
3,Atul Govindbhai Shekhada,16674,200,1.8%,Aam Aadmi Party
4,Harilal Ranchhodbhai Chauhan,7574,200,0.8%,Independent
5,Saiyed Altaf Husain Abdullah Miyan,2717,200,0.3%,Independent
6,Solanki Haribhai Boghabhai,2565,200,0.3%,Bahujan Mukti Party
7,Kadri Ibrahim Saiyed Husen,2409,200,0.3%,Samajwadi Party
8,Gadhiya Soyeb Hushenbhai,1891,200,0.2%,Independent
