Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Biren Singh Engti,213152,15252,39.2%,Indian National Congress
2,Joy Ram Engleng,189057,15252,34.8%,Bharatiya Janta Party
3,Chomang Kro,108299,666,19.9%,Independent
4,Pratima Engheepi,11762,115,2.2%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION)
5,Ashweng J. Rengma,9263,108,1.7%,Jharkhand Mukti Morcha
