Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Rita Tarai,541349,272,55.2%,Biju Janata Dal
2,Asok Das,221078,272,22.5%,Indian National Congress
3,Amiya Kanta Mallick,150789,171,15.4%,Bharatiya Janta Party
4,Nabin Kumar Dalai,29142,79,3.0%,Independent
5,Kalandi Malik,8269,65,0.8%,Aam Aadmi Party
6,Subas Chandra Mallick,8065,65,0.8%,Socialist Unity Centre Of India (COMMUNIST)
7,Debendra Kumar Mallik,6926,65,0.7%,Bahujan Samaj Party
8,Ranjit Malik,3409,65,0.3%,Bahujan Mukti Party
9,Gayadhar Mallick,2753,65,0.3%,Samata Kranti Dal
