Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Naba Kumar Sarania (HIRA),634428,400,51.8%,Independent
2,Urkhao Gwra Brahma,278649,400,22.8%,Independent
3,Chandan Brahma,243759,400,19.9%,Bodaland Peoples Front
4,Sabda Ram Rabha,20074,200,1.6%,Independent
5,Ranjit Shekhar Mooshahary,17537,200,1.4%,All India Trinamool Congress
6,Sansuma Khunggur Bwiswmuthiary,11239,200,0.9%,Independent
