Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Jyotiraditya M Scindia,517036,2141,52.9%,Indian National Congress
2,Jaibhansingh Pawaiya,396244,2141,40.6%,Bharatiya Janta Party
3,Lakhan Singh Baghel,27412,84,2.8%,Bahujan Samaj Party
4,Lalli Ram Rai,5575,69,0.6%,Independent
5,Shailendra Singh Kushwah,4073,69,0.4%,Aam Aadmi Party
6,Girraj Yadav,3294,69,0.3%,Independent
7,Mahendra Kumar,2845,69,0.3%,Independent
8,Chandrapal Singh Tomar,2197,69,0.2%,Independent
9,Narayanrao Gupchup,2079,69,0.2%,Independent
10,Nand Kishore Tyagi,2072,69,0.2%,Independent
11,Anwar Khan,1321,69,0.1%,Independent
