Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Devendra Singh @ Bhole Singh,481584,400,49.6%,Bharatiya Janta Party
2,Anil Shukla Warsi,202587,400,20.9%,Bahujan Samaj Party
3,Lal Singh Tomar,147002,400,15.1%,Samajwadi Party
4,Rajaram Pal,96827,200,10.0%,Indian National Congress
5,Arvind Kumar,7914,200,0.8%,Aam Aadmi Party
6,Bharti Devi Pasi Advocate,5432,200,0.6%,Independent
7,Munni Devi,5331,200,0.5%,Independent
8,Vijay Kumar Sharma,4285,200,0.4%,Independent
9,Ram Sevak,3403,200,0.4%,Independent
10,Ramendra Singh Tomar,2754,200,0.3%,Bhartiya Shakti Chetna Party
11,Neeraj Kumar Advocate,2259,200,0.2%,Independent
12,Amar Singh,1890,200,0.2%,Janvadi Party(Socialist)
13,Ashok Yadav,1853,200,0.2%,Independent
14,Rama Kant Verma,1350,200,0.1%,Peace Party
15,Jaswant Singh,1037,200,0.1%,Bahujan Mukti Party
16,Dr. Bajarang Pratap Sonkar,799,200,0.1%,Samtawadi Republican Party
17,Dr. Omkar Nath Katiyar,597,200,0.1%,Al-Hind Party
18,Gopi Raman,523,200,0.1%,Janata Dal (United)
