Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Prabakaran.K.R.P,398139,1825,41.4%,All India Anna Dravida Munnetra Kazhagam
2,Devadasa Sundaram,272040,1825,28.3%,Dravida Munetra Kazhagam
3,Sivananenthaperumal.S.,127370,320,13.2%,Desiya Murpokku Dravida Kazhagam
4,Ramasubbu.S.S,62863,177,6.5%,Indian National Congress
5,Dhevanathan Yadav.T.,19381,120,2.0%,Tamil Nadu Makkal Congress
6,Sesuraj.M.P,18353,120,1.9%,Aam Aadmi Party
7,Mohamed Mubarak.V.M.S,14877,113,1.5%,Social Democratic Party Of India
8,Thevendran.T.,4692,101,0.5%,Bahujan Samaj Party
9,Devadoss.A.R,3394,101,0.4%,Independent
10,Selvaganapathy.G,3233,101,0.3%,Independent
11,Dhanaraj.R.,3062,101,0.3%,Indian Christian Secular Party
12,Mohan.T,2518,101,0.3%,Independent
13,Lakshmanan @ Lakkan.A,1850,101,0.2%,Independent
14,Pathmanaban.K,1823,101,0.2%,Independent
15,Subramanian @ S.S.S.Mani.S,1751,101,0.2%,Independent
16,Raji Yadav,1579,101,0.2%,Independent
17,Germanus.S,1446,101,0.2%,Independent
18,Rajamaravan @ Manickavasagam.S,1391,101,0.1%,Independent
19,Veilumuthukumar.P,1387,101,0.1%,Independent
20,Suresh Kumar.S,1281,101,0.1%,Independent
21,Dr.Ganesan.M,1262,101,0.1%,Independent
22,Subramanian.K,1196,101,0.1%,Independent
23,Murugan.S,1159,101,0.1%,Independent
24,Venkatesh.A,1052,101,0.1%,Independent
25,Rajeshkannan,947,101,0.1%,Independent
26,Saravanan.P,740,101,0.1%,Independent
27,Elizabeth.D,651,101,0.1%,Independent
